,id,essay_set,response,dimscore1,unique_word_count,sentence_length_entropy,sentence_length_words_mean,sentence_count,type_token_ratio,word_lengths_percentile_75,syllable_ratio,sentence_diversity,unique_spelling_error_ratio,paragraph_lengths_sentences_mean
7642,893,1,"Dear Newspaper , I think computers are a good thing , people use computers for buissness . Computers allow you to interact with people far away . They also allow you to do research . That is why I think computers are good . Computers can be used for many different things . They can be used for buissness . Some people work at home on computers . They can also be used to interact with people far away . You can interact with someone who you do not see on a daily basis . Computers can also be used for research . You can do research on a school project or on other buissnesses you interact with . Computers are good . Some people use computers for buissness . You can also interact with people far away . You can even do research on a computer that is why computers are good .",4.0,54,3.8000450073943575,9.133333333333333,15,0.39130434782608703,6.0,1.6376811594202898,0.9709505944546686,0.0,15.0
7676,1562,1,"The importance of computers in the modern world . Computers now and days are popular thecnology now and days computer are a bigger calculator . The invension of the computers were a very short cauculator . it is like a mother begin in your house . Lot of people have different of computers are more improve more faster and more high quality . The computer are now and days are improving their technology , every day there a billions buying computer across the whole world but that does not mean that there the best quality but the people are fighting for better modern inversions .",4.0,60,2.3164538370593237,16.333333333333332,6,0.6060606060606061,6.0,1.7777777777777777,1.2516291673878228,0.010101010101010102,6.0
7702,286,1,"Dear computer co . computers have a negative effect . Why would you go outside if you could play life - like games on your @ CAPS1 ? I lthink that the games on th @ CAPS1 should be removed so people could enjoy all of the great things in life . If people weren ' t on @ CAPS1 ' s all day , people would pay attention to the way they are destroying nature .",4.0,51,2.029845591205442,13.0,5,0.7727272727272727,5.0,1.4393939393939394,1.521928094887362,0.030303030303030307,5.0
7830,27,1,"Computers a good because you can get infermation , you can play games , you can get pictures , But when you on the computer you might find something or someone that is bad or is viris . If ther is a vris you might want shut off the computers so it does not get worse . The are websites for kids , like games , there are teen games , there are adult games . Also pictures are bad for kids because most of the time they lead to inapropreit pictures . You should only look up infermation that you need not things like wepons or knifes . Also there are differnt kinds of companies like @ CAPS1 & t @ CAPS2 . @ CAPS2 is a good place to get computers @ CAPS1 so is @ CAPS1 & t .",4.0,70,2.7061589061073685,17.428571428571427,7,0.5691056910569106,5.0,1.5365853658536586,0.8631205685666309,0.05691056910569105,7.0
7860,116,1,"I agree with the newspaper , people are spending too much time on the computer and not exercising . everyone knows computers addictive . but people need to get out more . but people making it more addicting by creating things such as never ending games and it is distracting people from there life , family , work and exercise .",4.0,45,1.6928544386944426,13.5,4,0.8181818181818182,6.0,1.7272727272727273,1.0,0.0,4.0
7987,634,1,Hi do you think that if you use the computers too much then you will not exercis and you will not enjoy the outside nature with talking and playing with your friends and family will do not because computers are need for over needs and one click can help lot of people and can save live and the more advances over technology become . We will all so advances like or help a person look for a need jod and you can still talk or chat with best friends or just your grand mom . The computer can help with your home work or someone to lern to talk in english and to jump start than new jod or store and so they can but that ther her will like and buy so if they like it they will come back for more to higher more people and to make it into lot of store and all so and good reson the computer is good to cook food and to make new resifes all in one clik of the mose .,5.0,93,1.4725110566941788,59.33333333333334,3,0.5195530726256983,4.0,1.3854748603351956,-0.0,0.027932960893854747,3.0
7996,820,1,"Dear @ ORGANIZATION1 , @ CAPS1 name is @ CAPS2 @ CAPS3 and I want to tell you why I am a little bit against computers theres a lot of things you can do in the world , visit places , and go on cruise ships . First I would like to tell about the things you can do you can play basketball , handball , hang with your friends . Also you take your car and go out into a morning drive feel the breeze . Next I would like to tell you about the places you can visit , you can visit your friends house your girl / boy friend your family just do that stop being lazy computers aint helping you with your life stop being lazy . Finally I would like to tell you about the cruise ships you can go far away like @ LOCATION2 , @ LOCATION3 , @ LOCATION1 , and many more . it is fun on a cruise ship captains dinner and meet @ ORGANIZATION1 people and @ ORGANIZATION1 sights . For conclusion I would say people should stop being lazy on computers and have fun in the world while it lasted .",5.0,92,2.7042444913355017,25.142857142857146,7,0.519774011299435,5.0,1.5084745762711864,0.8631205685666309,0.05084745762711865,7.0
8002,187,1,"Dear , newspaper I think that people should have computers I think that because kids play game to help them learn like math game or read and grown ups can go on websites and watch work out videos and they could pay there bills on the computer to and they do not have it in the store of kids need to do there homework computers are good for that buy thet also have bad stuff like kids say they are doing there homework but they are on youtube myspace or facebook . or other stuff but computers have more good stuff about them they bad things so that ? Why I think we should have computers .",5.0,68,0.909397872821613,37.66666666666666,3,0.5964912280701754,5.0,1.4210526315789471,1.584962500721156,0.008771929824561403,3.0
8013,1686,1,Dear : @ CAPS1 @ CAPS2 @ CAPS3 . My name is @ PERSON1 and I am concernd about people around the world are use computer is to much during the day . Some compute ' s are bad because there are glitche is in the computer and every one has a myspace and myspaces has a viries and it leaves a vires in your computer and your computer shut ' s down or goes slow . Also people can hack your computer and you can not find out about and every thing that was on your computer can go around the world . People can kno your most secread ' s and more . Finly you can get caught macking movies on your computer and go to jail and your business will be out .,5.0,74,2.3164221950894572,20.33333333333333,6,0.6016260162601627,5.0,1.4959349593495934,1.2516291673878228,0.0975609756097561,6.0
8014,1392,1,"I think that computers have a good effect on people . When people are on the computer they are not on for very long . I also think computers have a good effect on people because of the new technology . Computers are positive and they can help you when you are stuck or need to look something up . To me computers are positive . When people go on the computer ther are not on for @ NUM1 hours straight . Sure they might be on @ NUM1 hours in a day but they do other stuff in between like school , meals and activities . Some people need computers for their @ CAPS1 . News @ CAPS2 companies need computers for editing and printing out the papaer . They also put the news on there website . What would most people do without a computer ? Computers are positive because of the new technology ! The new technology is helping people interact over the . if you have a long distance friend or family member , there are how many ways to talk to them . You could use @ CAPS3 , skype , oovoo , @ CAPS4 or even email . When I go on the computer I do not just sit and watch @ CAPS5 @ CAPS6 or @ CAPS7 online . I interact with my friends @ PERCENT1 of us population between the ages @ NUM3 have a @ CAPS3 . @ PERCENT2 have skype or oovoo and talk to people that are too far away to visit . Computers are positive because they can help you with school that you do not know just go on the internet and look it up if you need to translate @ CAPS8 to @ CAPS9 just go on the computer and translate it . @ PERCENT3 of people learned a dictionary there own using the internet . If there is a word you want to know and is not i the dictionary look it up and it will be online . Computers have a positive effect on people . Nobody spends so much time on the computer that they can not go outside or hang out with there friends . People actually need the computer for their @ CAPS1 the new technology that is coming out is letting people interact with people across the world . They are positve to have for school work , definitions and even translation . Computers are not negative and they do not take away what you should do in life .",5.0,160,4.541317745466313,14.653846153846152,26,0.418848167539267,5.0,1.5549738219895288,1.5262349099495227,0.041884816753926704,26.0
8020,992,1,Computers are good to use because it tells you everything . Like if you need a number to a restaurant you can just get it off the computer and sometimes when you wanna go on a vacation and if you wanna know how much it cost you go onto the computer . And computers are good because if you wanna travel to different places you can go onto the computer and look for a map and print it out . But sometimes computer are bad because when people go on web sites to chat peoples can be grown ups but talking to little kids .,5.0,59,1.8510007706362632,26.0,4,0.5619047619047619,4.25,1.5238095238095235,0.8112781244591328,0.0,4.0
8021,1569,1,The effect ' s computers have on people is not resinable for children and other people . Computers are not good for people these day ' s because people are spleeling all there time ' on the computer and are ' nt realling that it miss up there eye ' s and some people are adicted to it . Now people are useing the computer like they are nutting . So people think that the computers are not hurtful to there eye ' s the time people are speeling on the computer they can be speeling time with there family and friend . People helpful is on the line with this computer thing . People should not be useing computers like they are because all day on the computer can mess up your eyes and that is what people are not understand there day . I think that it should be a limeit for when people go on the computers .,5.0,66,2.633900272490284,21.142857142857142,7,0.4429530201342282,6.0,1.5369127516778522,0.9852281360342516,0.03355704697986577,7.0
8023,1778,1,"Dear Newspaper , I think that computers have a lot of effect on people @ CAPS1 their not getting the exercis they need coz there just exercising there fingers . And while there at the computer there not looking at nothing else but the screen and that is not good for anyones health if there just looking at a computer screen the hole time . Another reason why i think at affects people @ CAPS1 there not eatin wat they need to eat there just eatin something quick like junck food so they could on the computer . All are this effect stay on the @ CAPS1 people either go places or have atheres might not be going out time their effects need to .",5.0,74,1.989747715076683,29.25,4,0.6271186440677966,5.0,1.4661016949152543,-0.0,0.05084745762711865,4.0
8027,1765,1,"Dear local Newspaper I ting that computers are good because u get to learn about other people like famous people that deid a long time ago . Computers are good because u get to learn about other places like @ LOCATION2 , @ LOCATION1 , texas . Learning about other places is fun . Having a computer is good because u get to serf the web you could play games , see and alot of other times you will like . You could talk to frends from far . Talking from mySpace or yahoo and other website that you could talk to tiferent people that you met trew the we should .",5.0,62,2.399004042960557,16.833333333333332,6,0.6078431372549019,5.0,1.568627450980392,1.4591479170272446,0.06862745098039216,6.0
8028,1673,1,"Everyone will agree that using computers is also a good choice because you do meet people you do not know . Also you learn more stuff you do not know . Not only that but , u can also learn more about technology . Most people would say that , meeting people is good because you can have fun talking and getting to know people . Also , people would want to learn about other people cultures . Some people would want to know some personal , buiseness about peopl . Even people want to know where are some people from . People like to kno .",5.0,54,2.8650923839494418,11.875,8,0.5625,5.0,1.59375,1.2987949406953985,0.02083333333333333,8.0
8034,353,1,To the computers people technology is a good thing to have . If we do not have technology then we can not call no one . We wiil not have computers to go online . We can not talk to my family or friends . People us technology for they jobs like people that work for cars they need computers to see if the cars if old . That is why will need technology . People need technology for a lot of thin have technology to us . Computers is the big thing because we need to look up a lot of things online we need computers to test on . We call people with technology you us computers to go online on google . com that is why we need technology . so we can call people .,5.0,61,3.306250416784989,11.636363636363635,11,0.4728682170542636,4.0,1.4573643410852712,1.4949188482339508,0.007751937984496123,11.0
8047,1513,1,"Dear local newspaper , I am writing to tell you I think that computers are a good thing because they let people communicate , tons of people haves jobs because of computers and People have help with homework because of computers . People communicate by email and aim and facebook and everything else . People have jobs on computers like cortreporters and tax - retelers and sales people . Lastley kids do homework on the computer and look up stuff "" @ CAPS1 related "" on the computer and the other stuff like that . lastley I think computers are good for people , they help with education , work and comunication with friends and family .",5.0,61,2.1705525158149306,20.8,5,0.580952380952381,6.25,1.7333333333333334,0.9709505944546686,0.0380952380952381,5.0
8055,253,1,"Dear @ CAPS1 , @ CAPS2 you think computer ' s are good to use ? More and more people use computer , but not everyone agrees that this benefits soceiety I srong disagree . My first reason is because computer ' s are not safe . My second reason is computer ' s could get you in a lot of troble . My @ CAPS3 reason is you never know what could happen on the computer . Read on and see why I disagree . First @ CAPS4 gonna tell you why I disagree . The reason why I disagree is because computer ' s are not safe because you could have someone trace where you live at then what ? Second - computer ' s could get you into a lot of trobe such as posting things online or saying mean thing ' s to people . Next computer ' s are bad because if someone like ' s you and you say I do not like you they could post mean and hurt full thing ' s and then if you friend ' s see it you will probably get mad . Finally - in concusion thease are all my reason ' s why I think computer ' s are not good . You never know what coud happen on a computer there ' s website ' s there and some could start a virus on your computer . Also I think computer ' s are not good because computer ' s lead to no good so keep your child away from computers . Also be careful what chu @ CAPS2 .",6.0,115,3.6219242072609625,16.928571428571427,14,0.4831932773109244,5.0,1.4789915966386555,1.4315602842833155,0.04621848739495799,14.0
8057,395,1,"Dear @ CAPS1 , I think that people I should they to excersize more than they go on the computer . Computer are one of the main reasons of our nations obessed rate being as big as it is now including junk foods like mcdoanld . I am a big fan of computers myself do not get me wrong . I would on the computer all night if I could but I do not want my body out . I go to bed at @ NUM1 I usally stay on the computer for an hour or two depends if I am doing a project . Also goign on the computer less could make your life more fun instead of sitting inside go outside and play some sports like football , hang out with your friends have a @ CAPS2 with your family . Do something else than be on . Conclesively , if people just puxh them selves to stay on the computer for an @ NUM2 hour and a half the obessed ! will go down . It could also help save our planet by saving the energy .",6.0,113,3.108713787143653,17.3,10,0.6494252873563219,5.0,1.4022988505747127,1.3709505944546687,0.057471264367816084,10.0
8058,211,1,"Not everyone thinks computers are good for you but they are a very good resorce to find information . it is not good to be on the compoler @ NUM1 seven but to be on sometimes is not bad . A person who is on the computer all day and does nothing else except that , then that is not healthy at all . People just have to limit their time on how much they stay on the computer . do not over due it ! Computers are also very good for information as I said earlier . If you have a computer or a laptop and you need to find information on something the internet is there . For kids that need to do homework or a project and they need to look up some facts or information on something they could go on the computer for that . It is so much easier to do that then look for books that has all the facts you need . So computers have very good qulities and resources . They arnt bad or unhealthy unless if that is your life and that is the only thing you do . That is my opinion on computers .",6.0,97,3.4353801263140147,16.0,12,0.5025906735751295,4.0,1.455958549222798,1.384431504340598,0.02072538860103627,12.0
8059,49,1,"Dear local newspaper , I am writing this letter to you to show on how people get effected from computers . It effects people very we will and teaches people many things for just one technology . Computers effects many people for what it does . Computers have many advantages that people learn very quickly . Many people love computers . It is one of the most best inventions to everyone around the world . They teach positive things for people to learn . Computer even have a positive effect on people across the world . They teach many things for people to learn and that have already learned . Such as , hand - eye cordination . When you type up words it teaches you to see better with your eyes . Computers also , give people the ability to see , understand , and gives information about people across the world . Celebraties are very popular on computers or other technologies . Computers help you learn things better than any other technologies . Anything you can get on any other technologies . There is a guarantee of you will find it on your computer . Computers are just like other technologies but in some categories they are much better than the others . Computers are very important in life because without computers we would not learn how to communicate with each other . If we did not have phones to use to call someone . On the computer if you go online you can maybe talk to someone by their email address . You can talk to someone that you have not talk to in years . You can look images or videos that you have not seen in years . On computers , you can find out information from news that week of or even the day of . In conclusion all I say is that without computers in this world . What would it be like ? Most technologies that are not as good computers will be popular without computers . I wonder what it will be like ?",6.0,148,4.658795308926548,11.814814814814815,27,0.4625,6.0,1.684375,1.4784345996621122,0.00625,27.0
8064,1681,1,"Dear , @ CAPS1 town . As you know it computers are a part of our lives , but is it positive or negitive ? Computers can be a great thing it can show you different parts of the world and breaking news , it can deside your next vacation . It could help you talk to famile and friend . What would are lives be without them ? we will are lives without computers can be bad . Computers do have negitive sides to like spending lots of maney for one all the times . It needs to be fixed . People can use the computer to much and they want exercise . That can lead to fatness . Also you can waist lots of energy to . A bad part about the internet is chat rooms , if you talk to the wrong people then you can be in trouble . Overall computers are a key part of our and they can help deside with our next @ DATE1 breack trip and they can use by making us fat .",6.0,97,3.44226510378071,12.538461538461537,13,0.5914634146341463,5.0,1.451219512195122,1.5766212201074912,0.042682926829268296,13.0
8065,1041,1,"I think that people should not use the computer ' s that much because it make ' s you want to be on it and on it day . Like yea you can play games on it and talk to people like other people you use of lec see I can understand that but the other people around you like that live ' s with you people that on the computer all day can spend time with there family and friends and to other places then going to look at them on the computer ' s I mean like to see other people that you see on the computer like chat or like webcam on the computer , you can maybe go see in a other state and go visited them . then being on the computer people that always on the computer should get out because there never going to do things is they are always on the computer , like when @ CAPS1 on the computer @ CAPS1 on it for a hour are so the I do things with family and friends , but not all the time that @ CAPS1 on it , like i understand if you work on the computer at work and then finishing things at home for your work , but once in a you get to spend some time with family and friends , not @ CAPS4 be on it all the time . Some people @ CAPS4 come home and @ CAPS4 go on the computer and that how people get lazy the start getting fat because they @ CAPS4 go on the it and maybe stop to eat and back on the computer , then when they get off of it they will eb all tierd and stuff not feeling like going anywere @ CAPS4 to sleep or like if they had sometimes to do after they would be all lazy an not wanted to do anything at all , that why people should get out more and do thing withe there family and friends to have fun withe there like .",6.0,114,1.858276138120188,82.25,4,0.34545454545454546,5.0,1.3818181818181818,-0.0,0.015151515151515154,4.0
8068,605,1,"Dear Newspaper @ CAPS1 , I believe that if you allow you self to use the @ CAPS5 @ CAPS2 @ NUM1 minutes a day at the most that will allow you plenty of time to go outside & excersize . Useing the @ CAPS5 is fine in moderation , but if you are constantly on the @ CAPS5 it can not be healthy @ CAPS2 You ( unless it is your job ) you should only be on the @ CAPS5 @ CAPS2 @ NUM1 minutes to an hour a day ! So me people are on the @ CAPS5 so much that they re eyes get worse & worse , Not only does it affect your physical health but it take hurts your physical @ CAPS3 are some stories of blood shut eye , pink eye , or even @ CAPS4 this is a very serious issue the people who are like this are called @ CAPS5 @ CAPS6 @ CAPS7 to @ CAPS8 @ CAPS9 @ CAPS10 over @ PERCENT1 of people say they know or are someone who is a @ CAPS5 addict , and scientists say in the next year that number will double or even triple . I know that people need to use the @ CAPS5 @ CAPS2 things such as email , projects , Ideas , or even models but really does anybody read a book anymore !",6.0,115,1.8189200464076567,49.0,4,0.5837563451776651,5.0,1.4619289340101522,-0.0,0.06598984771573604,4.0
8069,474,1,Do you like going on the computer ? we will after you read this I do not thing you would want to . I know that the population of @ ORGANIZATION1 uses the computer . If your on the computer for @ NUM1 hr . yo can damiges your eye and you would have to were glass and you do not want that soemtimes it is hart to stay off of them . The internet can be for alot for things like to talk to your friends and family . And to play games . the computer is for to about diferent things one thing you can learn is the presidents other thing is your family history . Now you know what the computer can do to you . Only use computer or @ NUM2 or @ NUM3 mins . That is what I would do .,6.0,72,3.2459679948605893,12.0,11,0.5413533834586466,4.0,1.4436090225563907,1.4949188482339508,0.06015037593984963,11.0
8071,1742,1,"To whom it @ MONTH1 concern ; I am writing this to let you know how I feel about the effects computers have on people . My opinion on this topic is ; I think that both statements are true , yes they give people the ability to learn about faraway places & people & also allow people to talk on line with others . If we did not have computers I would not have finfished many of my school process and homeworks . But the experts who are spending too much time on thier computers & less time exercising enjoying nature & interacting with family and friends . I know this is true because I know some peopel who have gotten addicted to online video games & would not leave the computer for hours & I know I myself have found new website & want to learn all about it so I will be on the computer instead of exercising . But even with both statement being true ; I do not think computers efefcet on people . Because without computers alot more students would be failing classes & getting zeros / / @ CAPS1 ' s on projects ; class asignments & homework . Becayse they do not have a quick way to look up all their information . Also most families or friends will lose contact because they lost a fun way to communicate . i think computers have a positive effect . do not you ?",6.0,135,3.2071510219593,20.0,11,0.6108597285067874,6.0,1.6018099547511313,1.4353713907745331,0.03619909502262444,11.0
8073,639,1,"Dear @ CAPS1 , @ CAPS2 has come to my attention that people are spending to much time on computers , and I agree because people spend so much time on computers that @ CAPS2 gets addicting , people do not get enough exersize , and eyesite gots worse . So please keep reading my letter and I will tell you the side effects of the computer . Most of all @ CAPS2 gets really adicting for a lot of people that they do not spend time with thie familys or sibleings and some kid get so adicted that they come from school and start useing the computer all day and do not study for a test or do home work . Now people spend so much time on the computer that they do not exersize or play sports with thier friends and just sit all day and get lazy and fat just because of the computer . We just need the computer just to chek @ CAPS3 and facebook like I do but I just check my facebook and the go play basket ball . One of the biggist problem that I think is when you sit on the computer to long and get a head ache and ruins your ey site . So thank you for reading my letter and hope you agree with me .",6.0,107,2.6781612097037333,30.142857142857146,7,0.5047169811320755,5.0,1.410377358490566,0.5916727785823275,0.0660377358490566,7.0
8074,1222,1,"Computers . First of all . I strongly beleave that people should not use computers all the time . Staying up to late , like on a school day and your tired . Your eyes look at black & white words that can make your tired , forcing to stay up , and drinking red bull monster , or any other energy drink when your not suppose to . Second of all , almost the hole school use ' s the labtops , and the computers like @ PERCENT1 use ' s them . The othe < @ PERCENT2 @ NUM1 > is students and adults write on paper , and that has good hand and combination . the @ PERCENT1 is like all people go online , facebook , youtube , games , and google . The @ PERCENT2 is all people use to write on their paper , and doodle on the back round . Third of all . In other state ' s people do not have enternet service , or they can not use computer . People have to write their work on a piece of paper . Some kids , youngadults , adults , and students sometimes have bad hand writing . I think all people should not have a computer .",6.0,98,3.5325700351991784,12.571428571428573,14,0.5536723163841808,6.0,1.5367231638418082,1.6893917467430881,0.02259887005649717,14.0
8075,991,1,"@ ORGANIZATION1 , @ CAPS1 my name is @ PERSON1 and I am writing to you because , I want to inform you about the benefits of having computers . I think that having computers is a great way for kids like me to learn more about things in the world . Having a computer also helps people in need and also inform people about far away places in the the world . I beleive if it was not for computers we would not really know that much about our world . Computers also help us to send emergency messages across the world in @ NUM1 . Some people do not think that computers have an effect onour society but I for one think computers have a very positive effect on people . people also think that computers make people spend less time exercising , but I believe that it actually helps people to exercise because you can go gives different exercising techniques . In conclusion , I think that computers have a positive effect on society .",6.0,90,2.94554075740977,20.25,8,0.5521472392638037,6.0,1.6625766871165644,0.8112781244591328,0.03680981595092025,8.0
8076,419,1,"The local newspaper wants to know my opinion on the effects computers have on people . Computers do have effect on people . People can meet new people , learn about new places , and talk to friends . Read on so you can learn how computers effect people lifes . My first reason is people can meet new people . You can meet new people from all around the world . You can keep touch with them through @ CAPS1 or e - mail . it is a quicker and new way to meet new people . My second reason is you can learn about new places . You can learn new places by just clicking on an webpage . Computers are a faster way to learn . I gives you everything you need to know about the ne places you want to learn about . My third reason is we can talk to friends . Computers have many diffrent social websites that you can talk to people . You will not have to wait for school the next day you can talk to them through the computer . With all this new / quicker stuff you can talk to friend when ever you want . Finally , you know how computers affect people . We can meet new people , learn new places , and talk to friends . Computers can do all these days . Hope you enjoyed reading all about how they affect people .",6.0,98,4.254857182521906,11.05,20,0.44144144144144143,6.0,1.4369369369369367,1.1567796494470397,0.009009009009009007,20.0
