,id,essay_set,response,dimscore1,unique_word_count,sentence_length_entropy,sentence_length_words_mean,sentence_count,type_token_ratio,word_lengths_percentile_75,syllable_ratio,sentence_diversity,unique_spelling_error_ratio,paragraph_lengths_sentences_mean
8079,1090,1,"Dear local newspaper , @ CAPS1 opinion about computers is that they benifet people . they help people when they need it , it gives people entertainment . So that is why computers benifet people . @ CAPS1 first reason is that a computer can help people when they need help like for instace if you have to write a paper and you need to look something up such as reseach you can use the computer or if there is a long main cwayshion then you can look up the formula . So as you can see that is why computer benifts people @ CAPS1 second resson is that it gives people entertainment , such as myspace , you twitter . And those are social networks , if you like to watch tv . or listen to music there are websites for them also . So that is why I said computers give you entertainmen too . @ CAPS1 third resson is that it helps people such as if you in different contries and you can not go see them you to them through instans or web cam . Or if you are home schooled and you dnt see other kids your age that can talk to the on the computer . So as you can see that why I say you can through the computer . So as you can see that is why I say computer are very benifical be cause they give you entertainment they let you communicate and they help people so .",6.0,102,3.3215815242180318,19.666666666666668,12,0.4303797468354431,5.0,1.5147679324894514,1.3250112108241772,0.029535864978902957,12.0
8097,905,1,"Dear Newspaper @ CAPS1 , I , a member of the public is writing a letter to you to inform you what I think about on the subject of if people spend to much time on the computer . My first idea is sometimes people do spend to much time on the computer than usual . it is a problem because some people began to become over wieght & start to lose control over the eating habits . My second idea is computers do alot of things for us . But there are still alot of things a computer can not teach us how to do . So computers are helpful but they are not always find something to do outside but what is sometimes different with a computer . My last & final idea is people become to attached to their computers & lose sight of what really matter , such as exercising & fitnesss . Then people are angry when their computer chrashes & forget how to do things because their always on the computer . And those are my ideas on the subject about if people spend to much time on the computer but not as much time with friends and family .",6.0,93,3.100733575987669,20.88888888888889,9,0.492063492063492,6.0,1.5502645502645502,0.9182958340544896,0.026455026455026454,9.0
8100,546,1,"Dear , newspaper @ CAPS1 I think computers have both a positive and a negative afect on people . On one hand you can learn about places without having to go there and get fact about what is in that contery such as food , goodes , and jobs . On the other hand the computer can also be a problum becous kids could spend to much time chating or playing on the computer and not enugh time going outside to play or going to sports practis but sometimes bad things happen from talking to people on the computer . Some people on the computer arn ' t always how thay say thay are . So if I hafe to choose a side on wether the computer is helpful or not I would hafe to go with not . The computer is not very helpful becous lot of bad things could happen from @ NUM1 littul mistake on the computer like puting your name , adrres , or picktur on the computer .",6.0,99,2.4507378019971906,26.5,6,0.61875,6.0,1.49375,0.9182958340544896,0.09375,6.0
8101,146,1,Dear local newspaper I think that usieng computers help people becuse if we did not have computers we would not now ehey thing about eneyone or eneything like all of the @ CAPS1 I would not now eneything about them but with computers I know alot about them and there lives like @ CAPS2 @ CAPS3 @ CAPS4 got shot in the back of the head and . @ CAPS4 got shot to and I know alot about the @ ORGANIZATION1 there white people that to fear in to black people and the same with the wars like world @ NUM1 and world @ NUM2 and the @ CAPS5 and @ PERSON1 and the @ CAPS6 war there was like plain spy palin flying across @ LOCATION1 and they shot him down becuse we were trying to see if thay had eney nuculer bombs offer there . And the same with google and yahoo with google you can type in eneything and you will get a answer and most liked a corect answer yahoo and google is great for some worke and products end studying becuse you then you do to and that I think that computer are good .,6.0,104,1.5744013972191273,61.66666666666666,3,0.5591397849462365,5.0,1.4408602150537635,-0.0,0.10752688172043012,3.0
8105,917,1,"@ ORGANIZATION1 , In my opinion , the effects computers have on people are good . I believe this because people can learn hand - eye coordination , they give the people the ability to learn about faraway places and people , and they even allow people to talk with people from around the world . Firstly , effects computers have on people are good because the people can learn hand eye coordination . Hand - eye coordination is good in many occations . Secondly , computers effects on people are good because computers give the people the ability to learn about faraway places and people is important becuase people can learn about history and important figures in life . Lastly , the effects people have from computers are good because computers allow people to talk with people from all around the world . This is usefull because the people can learn about each other , their customs and religious and also their cultures and heritage . All - in - all , I believe that computers have good effects on people because they can learn hand - eye coordination . Computers give people the ability to learn about faraway places and people and computers even allow people to talk with people online from all parts of the world .",6.0,66,3.0444378608269216,21.777777777777782,9,0.3350253807106599,6.0,1.7868020304568528,1.2243944454059859,0.02030456852791878,9.0
8107,15,1,"Dear , In this world today we should have everyone useing computers . Computers have a positive effect on people . They teach hand - eye coordination , give people the ability to learn about faraway places and people , and even allow people to talk online with other people . Today computers are like the worlds biggest book of knowledge . everything you need to know is in a computer . You can look up faraway places , and zap theres everything you need to know write in front of you . Computers are fast and easy , everyone can use them . Today kids are so addicted to computers everyday they are on them . There are so many websites that kids and teens go on , like @ CAPS1 , and facebook ect . on these websites kids as young as ten years old are chatting with friends and putting up pictures . Thers is also webchat websites that allow you to use a webcame and talk to people anywhere in the world . Computers are a great way to get in touch with people . Everyone should have a computer in there home today .",6.0,100,3.59187078504515,13.615384615384615,13,0.5617977528089888,6.0,1.6910112359550562,1.2389012566026305,0.02247191011235955,13.0
8113,698,1,"Dear who it @ MONTH1 concern , I think that computers are very affective but then again they are not because would you rather have your kids on the computer or lets say some children smoke and some hang out in the streets to much yeah it does do a lot affect to them . In my predictionI say computers are very addictive but then again it really is not because there are some people who really do not like being on the computers for a long time cause it gets boring and it starts to hurt you eyes . I will understand if they do not want to get off when it passes there bed time . Some kids do a lot of bad things out in the street and hang out in the streets a lot , but when they go on the computer it can stop some of them from doing those things . A lot of kids have myspace and facebook . and more and it is the best way to stay in contact with your family and friends that is one of the main reasons kids go on and there is other electronic devices that stops kid from exersicing and stuff like that such as a psp go or xbox @ NUM1 or ds , dsi playstation @ NUM2 and @ NUM3 . So I think it is an addiction and it affects kids but the things you would rather have your kids do keeps them away from doing it .",6.0,123,2.6141888870319967,34.57142857142857,7,0.5061728395061729,4.0,1.3744855967078191,0.5916727785823275,0.03292181069958848,7.0
8115,1490,1,"Dear local newspaper , The effects Computers have on people is that people realie on them and that is not good because they have less time exercising , enjoying nature , and interacting with family and friends . First of all , having less time exercising is not good because @ NUM1 out of @ NUM2 people ent up fighting obesscicley . "" You do not want to be one of those people trust me "" said @ PERSON1 . Second , enjoying nature is a good thing to do instead of playing with a computer because you get your daily dose of air by enjoying nature . "" You also have a lot of fun "" said @ LOCATION1 . Lastly , interacting with family and friends is fun and who does not love that . "" Spending time with the family is fun cause you get to go places , "" said @ PERSON3 . "" Who does not love going out and spending time with friends on the weekends , "" said @ PERSON2 . Those are my reasons why the effects computers have on people are not good .",6.0,87,3.064138139641074,18.0,9,0.5337423312883436,6.0,1.5828220858895703,0.9182958340544896,0.049079754601227,9.0
8118,1549,1,"To whomever this @ MONTH1 concern , @ ORGANIZATION1 , almost everyone has them . Computers can make it easier to find certain places by using search engines such as @ CAPS1 or @ CAPS2 they are also a way of communication . I believe people using computers does benifit society because scientists use computers every day , to make the plans to send a ship into space or to keep progress of an experiment . Computers help people stay organized . A lot of teens and kids use their computers to shop and stay in touch with friends . Some people belive people spend to much time on computers . That @ MONTH1 be true , but also remember what it is doing for society . When people spend less time exercising , enjoying nature and interacting with family and friends it is a personal choice . it is not like their being obliged by the @ ORGANIZATION1 .",6.0,100,2.9854358558598797,15.444444444444445,9,0.7142857142857143,6.0,1.6928571428571428,1.3921472236645345,0.042857142857142864,9.0
8127,702,1,"My opinion about the effects of computers is that computers do help you but people should not us the computer to lot because people should exercise , interacting with family and enjoy nature . Exercising is more important than a computers because it will make you health , you will not be sick so much . Interacting with family is more important than a computers because the @ MONTH1 help you have friend but not a family ' s help you when you help and maybe that friend in the computer is maybe not real that is why it is important to interacting with family . And the last thing that is more important than a computers is enjoying nature . It is fun because you are not bored . You be outside , you will not think about the computer because you will be enjoying so much . My opinion is that computers should only be us to see your mail or to learn something you want to find out in the computer .",6.0,72,2.622406191770792,23.285714285714285,7,0.4390243902439024,6.0,1.6280487804878048,1.1488348542809168,0.006097560975609756,7.0
8128,1442,1,"I think @ CAPS1 ' s should use computer ' s so they can help their self ' s by using a computer ? First @ CAPS1 ' s should use computers because if they wanted to take notes on what their doing they can just go on the computer and write it . The Computers are faster than just writing . On a computer all you have to do is type . You can use a computer to look up what ever you want to look for example : the teacher ask to look up a giraffe . The only place you can find a giraffe is if you go on the computer and search a giraffe . that is a reason how to look up things it is easier to look up things instead of looking it up the most way . Lastely , if you have a project you have to and it involves pictures and you do not know how to find it all you just to do is go on the computer find what you searching for and then we are done after you found everything that you see @ CAPS2 to let students use computers insde classroom / schools for the they can get easy help .",6.0,92,2.7139657939854485,24.375,8,0.4693877551020408,5.0,1.4030612244897958,1.061278124459133,0.020408163265306117,8.0
8130,43,1,"The effect of people using computers is not anything bad couse you learn a lot from it . In some ways when you use the computer and you type , the typing exercises your fingers . Your fingers will get muscle and will teach you to remember where to type without looking down on the keyboard . People sometimes using computer is good because if your writing letters you do not have to use pencil you can just type it and print . The typing does all the work for you so you will not spend hours writing to someone . Computers are helpful to people for example , ir your researching about @ CAPS1 or @ LOCATION1 you can find almost all the information on the computer in a instant click . Computers save time and does a lot of work . Computers are helpful piece of technology and one of the best .",6.0,86,2.9172299809725786,17.875,8,0.5972222222222222,6.0,1.625,0.9544340029249648,0.02083333333333333,8.0
8136,1134,1,"Dear sir , I belive that computers are great for society . There are lots of benefits to having a computer to use . You can talk to people online with instant message , it is a lot more dependable than a telephone or cell phones . Lots of time people do not answer thhe phone when you need them . With a computer you can send a message from the computer to the persons cellular device . You can lern a lot from a computer , suc as things about the world , people around the world , yo can lern things from the internet you are teacher can not even teach you . Then you can study and expand you are knolage . It is a problem if your on the computer more than you exersize but with techology today you can get exersize wile useing a computer . You can play music from it while you workout , of what moivie while running on a tredmill . Even though people go on the computer to much ways to exersize and use the computer at the same time . So there is ups and downs but in the end , it dosen ' t matter how much you use the computer , you can get exersize at the same time that is why I think it is a benifits to have computers today .",6.0,113,3.2998263491421977,19.63636363636364,11,0.5207373271889401,5.0,1.5806451612903225,0.9940302114769564,0.04608294930875576,11.0
8140,528,1,"Dear newspaper editor , I think computer are a benefit to everyone . My first reason why I think computers are abenefit is because if you do not know about somthing and you wana learn more about it , you can just go on the computer and do some research on it . The best part is you can research anything even if it is like a million miles away . The internet has imformation on anything and every thing . my second reason why , is because if you have a webcam and some of your relatives live very far away you can see them when ever you want . it is not just webcam either you can also go on facebook and other sites like that to talk to family and friends and see pictures of one another . my last and final reason is that you can do almost anything on a computer . Their software on them to write , do projects , and plan things oct . plus most of the modern day society uses computers for stores and business ' s to keep track of things . we will that is why I think computers benefit us . I told you why I thought they did and how .",6.0,109,3.287181534714092,18.0,11,0.5477386934673367,5.0,1.5477386934673367,0.9940302114769564,0.02010050251256281,11.0
8149,923,1,"Dear @ PERSON1 , Experts are concerned about the use of computers . They say that they spend hours on the computer and less time exercising enjoying nature , and interacting with family and friends . I agree . While people use the computers , they do not interact and meet new friends in person . They stay inside and do not get excersise , and kids might talk with strangers . When we use computers we chat with friends online and do not really interact with others . We meet new friends and chat online and never meet them and socialize , so that is one disadvantage of a computer . Another problem is lack of exercise . While we are on the computer we spend a lot of time and sometimes causes us to even forget to exercise . Then we slowly begin to get unhealthy . Another major problem of computers is talking or chatting with strangers . Some might meet some random people online and give them personal info . Kids might even meet with some of the strangers they talked to online and get hurt ! we will thank you for reading my opinions about computers . I hope you take them into consideration . Kids and even adults do not interact with freinds , lack exercise , and give personal information to strangers .",6.0,104,3.8494432582327485,12.875,16,0.5024154589371981,6.0,1.6666666666666667,1.5,0.00966183574879227,16.0
8150,1532,1,"Dear @ ORGANIZATION1 , In many ways computers have been very useful to the human rare . They can been used to look up information , talk to family and friends music etc . do not you think people are wasting more time on the computer instead of getting exercise . it is clear that computers can do just about anything want than to do . But why spend your time on the computer when you can spend time with your family . Playing sports , or getting some fresh air . I think computers have a positive effect on people and negative effect one of the positive effects is being able to talk to your friends . i know sometimes we are not able to see them as much in school . In my opinion I think it is a great way so you can catch up on funny times that you can and friends shared . Now here comes the negative effect . Mang kids get bulled and picked by other kids over the internet . This can cause other kids to have a low self esteem , and cause dangerous events in the future . When it comes to computer they have saved many people life . Some of these ways are finding cures to harmful deases . Computers have information when serious weather storms are coming and prepare us for the weather . would not you agree that computers have played a huge role in our lifes . Sometimes we she take a break from them and enjoy nature . So have fun with technology and do not forget to stay active too .",6.0,149,4.091506179395205,14.166666666666664,18,0.58203125,5.0,1.6015625,1.1221136771091087,0.0078125,18.0
8174,806,1,"Dear @ CAPS1 , @ CAPS2 opinion about computers is good . I think that they can help people with what they need . People can also also contact other people . All computers are helpful and not always something negative when someone uses it . Computers help teachers , students , employees , and parents . They are not always for just helping . Computers can also be used for amusement . Games , music , and videos are always on the internet . Contacting other people is also a great reason why computers are not bad . People can always have an e - mail for business and friends . Myspace , @ CAPS3 , and @ CAPS4 are all websites that people can contact others . Having a computer is not always bad . When you do a story for the newspaper does it come out hand written ? You also use the computer to do work . Computers are not always bad . People have to learn to just limit their time . They can always be a positive affect on people when they need something . Information on anything is always on the internet . Computers have been used for decades and I think they will be used for many many more . Back then people used computers mostly for work . Now people of all ages can use it for all different kinds of things .",6.0,108,4.323215133922534,9.904761904761905,21,0.5167464114832536,6.0,1.6172248803827751,1.2285763800288916,0.019138755980861243,21.0
8186,1051,1,"Dear Local Newspaper , @ CAPS1 society should have computers because it teaches you things that a school or job will never teach you , and it allows you to be in contact with your friends and family that you do not see a lot . I would like for you to appreciate my concern on how @ CAPS1 society should have computers . First , we should have computers because it teaches us things that we might not have been taught before . I say this because if you wanna know about the @ LOCATION1 more and the school or job does not teach you as much as you wanna know , then all you have to do is look up on the internet and theres a chance you gonna find it . @ NUM1 people would rather have computers to look up things instead of not knowing that much about something at all . Next , we should have computers for @ CAPS1 society because we could contact people online that we heven ' t spoke to . My opinion is that if you have not to a friend or family member in a while you can talk to them online . Also , if they do not have a phone or if they do but it is long distance and you can not talk to long distance on your phone , you can tlak to them on or email each other , etc . Sample say if your phone is not working and the only thing that is working is your computer you to it in contact with somebody . All you gotta do is talk to them online . Would you rather talk on the phone or computer . In conclusion , @ CAPS1 society should have computers because we could learn about things more and we could chat with people . I would like for you to aprreciate my concern on having computers in @ CAPS1 society .",7.0,123,3.52702820651045,23.615384615384613,13,0.3993506493506493,5.0,1.4772727272727273,0.8904916402194913,0.01948051948051948,13.0
8188,374,1,"Dear local Newspaper , I believe that people who uses alot of technology such as computer are not good , technology can affect adults and even more is children . Children who go on chatting websites such as facebook are starting to see a difference which is in there grades . I found out children who gois on face book are starting to not turn in home work and there grades are going completly down , I heard a student say once he had got on face book he stoped doing his homework and reading his grade dropeed from a @ CAPS1 t a @ CAPS2 average because he was much focused on the computer than school and his reading . I belive computers can be really addicted to people the first time you get on a website it go ' s from once a day to twice a day and further on it is as if the computer is sometime connected to you and we can let go . People who allow themself to chat online can also be a dangerous thing , young females and males think it is exciting to chat with some one in a different state or city but it is not exciting it is very dangerous . Chating online is very dangerous because the person that you are talking to could have murdered people or could have kidnapped kids or could be wanied but we would not know because on chat lines you do not have to put your fear name , you could put a false picture , and unknown age that is why in cases something go missing because they didd ' ent think before they started chating . Another reason why using or being on a computer can be bad because it can lead to a strong distraction from you family instead of sitting down and asking your family now was thier day you will be in a rush to go on the computer . The computer can also lower you test and quiz grades you can be on the computer for a maximum of hours that you need to be studying for a huge exam the next day and when you fail theres no one to blame but yourself because of your addiction to the usage of an computer . In conclusion @ PERCENT1 of people have been affected by computers and its not a good thing you could miss a day out of work or you can be tired and exhaused because all your energy is wasted stay off of computers unless educational .",7.0,205,3.083739548273896,45.88888888888889,9,0.4951690821256038,5.0,1.5628019323671498,-0.0,0.043478260869565216,9.0
8199,1208,1,"I disaree with computers are for you becau if one you do not do nothing this you can meee bad people three you can in samething bad . So if you want to know what happen next you will have to keep reading on . Reason are you do nothing because people need to now and because evebady have to lost thing son thing . But if you keep doing nothing ever day your bady will all used to doing fun you can not move or walk . Reason two you can meet dad on the computer becauce people can not tell you all the thing you want to know and they can be doing thing that not ok and they can be want by they can be filters . Reason three you can all in something bad becauce you can be takeing to you and you say something about your self and they are about something hav and you do not know they use you for something you do not know now tell someone can to you and say you all in why but they tell you so being on the computer far a long time can get you in something big . You do not do nothing , you can had really now you can in something bad . Now you know why being on the computer far along time can be bad . Now what will you why you that side . P . S . thin I you for taking so are time reading this .",7.0,95,3.0421222327860837,20.58333333333333,12,0.38306451612903225,4.0,1.4193548387096775,1.7841591278514215,0.024193548387096774,12.0
8207,960,1,"Dear Newspaper , Computers are not a benfit for us because we spent to much time on them not every one has a computer and they cost of a computer . Every one dosen ' t know how to use it . If we timed many hours we spend on the computer people would be amazed at what they sound . People spend looking up random things when they could be outside rideing biks or going sur awalk . And you can not do that with a computer . Not everyone hase a computer because that cost so much @ MONEY1 a bacik computer can cost upwards of @ NUM1 and more and that is @ MONEY1 sur ther computer . Then you have to pay sur the internet witch can so sur @ NUM2 a month . And you have to pay for surton aps like ( windos , microsoft ect . ) The bill on a computer up outer a while and people do not relize that when they are payings for the internet they arnt getting allot what the cable com sars they on giving you . Not every are knows how to use a computer lik older adults do not know how to really know use the full ptonole of a computer . Because they never learnd how to use computer . In this is the computer arnt a hose help for our society . Coose of the time and the cost and the knolage on computers .",7.0,121,3.539012215056013,17.69230769230769,13,0.5238095238095238,5.0,1.4805194805194806,1.3143204867061788,0.06493506493506493,13.0
8209,58,1,"Dear Newspaper , I am writing to you about the debate that you are having asking if people should use computers . The article stated "" more and more people use computers , but not everyone agrees that this benefits society . "" I think people should not use computers . Also technolgy needs to slow down , it is getting to advanced . My first reason why people need to stop spending time on computers is , you do not want to always say to your on your honeymoon "" we could to @ LOCATION1 from our computer . And your life will go by fast and you want notice it , your all fat and old . Also @ PERCENT1 of people who use computers are over weight because they do not exercis . Secondly the more technology there is , we are going to have less . In addition it feels better when you work and not just sit on your computer , getting a mounthly cheak . In conclusion you live a happier life when explore the . In @ PERCENT2 of people who use computer commit suicide . Also if it was or to me I would the use of computers . Bead all the about computers and you will think but like me . I use to be a computer geek .",7.0,112,3.681019754767845,14.357142857142858,14,0.5544554455445545,6.0,1.599009900990099,1.4315602842833155,0.034653465346534656,14.0
8210,608,1,"Dear , Newspaper @ CAPS1 my name is @ CAPS2 , @ PERSON1 and I think that this idea based on why people need computer is a good statement / @ CAPS3 . My @ CAPS4 oppinon is that same say people use their computers so much they do not yet exercise . When that is not true do to the fact that computers have . Programms on how to watch your weight . Stocks and etc also Technology helps people around the world on websites , programs such names as to video chat , @ CAPS5 . com for instant messaging . on the way teen stuff like computers help people for on video chatting , emailing people their rezemates to jobs on why and how their based . On showing people their recent jobs . And giving details on showing people reading this article is that technology of computers also help @ CAPS6 save . Most reasons we need tech equipment is that people use it on fields such as the navy , @ CAPS6 , dealships , all over the world industry . Why is that good we will my point of view is that business need that to order their stocks for store carriers and more . For @ CAPS6 on field to use for @ CAPS7 sean , pregnacy , pulse radar ' s and more . And on the negative point of those side of the readers are based on the mostly that people get addict to technology when the truht is that people really need technology look around you and everything in this world has mostly been made by technology and . the @ CAPS8 is that people should agree . that computers help people , speak , @ CAPS9 , email , lives , help find family , friends , give directions , so on my point of view @ CAPS9 tel your dean @ CAPS1 and readers that interacting with technology . Is a good way nto control ways on how or what you do in the computers do to that in my way I make sites audio and interesting Technology can allows people on ways to help people . Find and create ways to making money or interesting positive out comes out of using person in this world goes in and thru out tech equip . These days , and to the people who have read this article should pass this story on to people who take technology on negative terms and to help them think about it positive .",7.0,189,3.9539441426334063,20.944444444444443,18,0.5,5.0,1.4920634920634919,1.2243944454059859,0.037037037037037035,18.0
8211,64,1,Dear news paper I think computers good for you because you can use the internet and myspace and videos and some school work like math and essays so yes I do think that computers are good for you because you can do all kind of things on computers . And computers can help you with school a lot and you can print out lots of things and why computers can help you is with your math writing spelling and most defyntly is science and ant also literature . The reason why I chose those @ NUM1 things is because you can look those @ NUM1 things up on . Computer and get the answer to math and spelling right like read @ NUM3 helps you write and spell that is one at the reasons why I like computers because I can get on read @ NUM3 and I love doing read @ NUM3 a lot and I like the read @ NUM3 class also because the computers sometimes I like reading on the computers but not all the time but I have to read that is how I will first learn how to read by forsing my self forward to read . that is how I will first learned how to read by computers and putting forse to my self . that is why computers is more important to me and look words up .,7.0,97,2.266584005869581,37.16666666666666,6,0.4330357142857143,5.0,1.40625,0.6500224216483541,0.017857142857142856,6.0
8215,521,1,"I believe that people should enjoy nature more than computes . I say this because computers can sometimes get addicting . The people who are addicted will only know about stuf on the internet . people need exersise . They will not get exursise by sitting in front of an computer all day . Computers are addicting . The people who spent most of their time on the computer are the people who are addicted . When they get addicted they will probly fail in school because they do not do their homework . do not you hate it when you feel week and tierd ? we will that is how the people who sit at computers all day feel like alot ! @ CAPS1 people whant to stay healthy then they should get some exersise daily insted of sitting in front of a computer all day . Alot of people get annoyed when they do not know about stuff when it happens . Most of the people who do that are the people who are mostly on the computers . I say that because the people who are mostly on the computers only know about things when it is on the computer . That is why I strongly believe that people spend to much time on computers rather than . This is because firstly computers get addicting , secondly people need exersise @ CAPS1 they want to be and stay healthy lastly @ CAPS1 people like to know things the only way they will find out is on the computer .",7.0,103,3.806478507191642,15.125,16,0.4238683127572017,6.0,1.5226337448559668,1.3663146570363986,0.03292181069958848,16.0
8217,841,1,"Dear local Newspaper , Computers do not take exercising , enjoying nature , and no interacting with friends and family away from you . Your family can sey time limits on the computer if they think your . Spending to much time on it . If you have time limits then people will have a certin time they go on and off of the computer . For example a child is on the computer @ NUM1 and you can not get them off , time limits will stop that . The child is on a game and if the time limits are on , when your time is done the computer logs off automaticaly . That way your child can not get back on till thier next time . The computer can do many things you can play online games and chat with friends . Chating will let you talk to friends over the computer and you will not need to call them . Online games will still let you talk to your friends but you can have an avatar you can dress up and be creative with . For example an online game can let you chat make friends , .",7.0,89,3.378813156483304,16.727272727272727,11,0.4810810810810811,4.25,1.508108108108108,1.3221793455166668,0.032432432432432434,11.0
